Fecha|Valor
1970-02-23 00:00:00|208.0
1970-02-24 00:00:00|505.0
1970-02-25 00:00:00|680.0
1970-02-26 00:00:00|556.0
1970-02-27 00:00:00|432.0
1970-02-28 00:00:00|309.0
1970-03-01 00:00:00|185.0
1970-03-02 00:00:00|182.0
1970-03-03 00:00:00|196.0
1970-03-04 00:00:00|106.0
1970-03-05 00:00:00|68.0
1970-03-06 00:00:00|78.0
1970-03-07 00:00:00|198.0
1970-03-08 00:00:00|152.0
1970-03-09 00:00:00|118.0
1970-03-10 00:00:00|257.0
1970-03-11 00:00:00|406.0
1970-03-12 00:00:00|558.0
1970-03-13 00:00:00|290.0
1970-03-14 00:00:00|132.0
1970-03-15 00:00:00|94.0
1970-03-16 00:00:00|160.0
1970-03-17 00:00:00|126.0
1970-03-18 00:00:00|102.0
1970-03-19 00:00:00|210.0
1970-03-20 00:00:00|390.0
1970-03-21 00:00:00|140.0
1970-03-22 00:00:00|211.0
1970-03-23 00:00:00|140.0
1970-03-24 00:00:00|354.0
1970-03-25 00:00:00|180.0
1970-03-26 00:00:00|278.0
1970-03-27 00:00:00|585.0
1970-03-28 00:00:00|608.0
1970-03-29 00:00:00|450.0
1970-03-30 00:00:00|282.0
1970-03-31 00:00:00|155.0
1970-04-01 00:00:00|297.0
1970-04-02 00:00:00|433.0
1970-04-03 00:00:00|352.0
1970-04-04 00:00:00|233.0
1970-04-05 00:00:00|304.0
1970-04-06 00:00:00|469.0
1970-04-07 00:00:00|391.0
1970-04-08 00:00:00|592.0
1970-04-09 00:00:00|645.0
1970-04-10 00:00:00|652.0
1970-04-11 00:00:00|304.0
1970-04-12 00:00:00|432.0
1970-04-13 00:00:00|589.0
1970-04-14 00:00:00|436.0
1970-04-15 00:00:00|568.0
1970-04-16 00:00:00|347.0
1970-04-17 00:00:00|242.0
1970-04-18 00:00:00|242.0
1970-04-19 00:00:00|427.0
1970-04-20 00:00:00|500.0
1970-04-21 00:00:00|625.0
1970-04-22 00:00:00|606.0
1970-04-23 00:00:00|491.0
1970-04-24 00:00:00|216.0
1970-04-25 00:00:00|290.0
1970-04-26 00:00:00|273.0
1970-04-27 00:00:00|250.0
1970-04-28 00:00:00|464.0
1970-04-29 00:00:00|502.0
1970-04-30 00:00:00|472.0
1970-05-01 00:00:00|218.0
1970-05-02 00:00:00|170.0
1970-05-03 00:00:00|162.0
1970-05-04 00:00:00|308.0
1970-05-05 00:00:00|600.0
1970-05-06 00:00:00|683.0
1970-05-07 00:00:00|494.0
1970-05-08 00:00:00|312.0
1970-05-09 00:00:00|464.0
1970-05-10 00:00:00|300.0
1970-05-11 00:00:00|432.0
1970-05-12 00:00:00|452.0
1970-05-13 00:00:00|334.0
1970-05-14 00:00:00|436.0
1970-05-15 00:00:00|535.0
1970-05-16 00:00:00|538.0
1970-05-17 00:00:00|660.0
1970-05-18 00:00:00|609.0
1970-05-19 00:00:00|414.0
1970-05-20 00:00:00|320.0
1970-05-21 00:00:00|441.0
1970-05-22 00:00:00|495.0
1970-05-23 00:00:00|614.0
1970-05-24 00:00:00|650.0
1970-05-25 00:00:00|660.0
1970-05-26 00:00:00|599.0
1970-05-27 00:00:00|660.0
1970-05-28 00:00:00|660.0
1970-05-29 00:00:00|603.0
1970-05-30 00:00:00|346.0
1970-05-31 00:00:00|238.0
1970-06-01 00:00:00|201.0
1970-06-02 00:00:00|383.0
1970-06-03 00:00:00|461.0
1970-06-04 00:00:00|401.0
1970-06-05 00:00:00|396.0
1970-06-06 00:00:00|277.0
1970-06-07 00:00:00|613.0
1970-06-08 00:00:00|467.0
1970-06-09 00:00:00|409.0
1970-06-10 00:00:00|560.0
1970-06-11 00:00:00|633.0
1970-06-12 00:00:00|359.0
1970-06-13 00:00:00|318.0
1970-06-14 00:00:00|266.0
1970-06-15 00:00:00|151.0
1970-06-16 00:00:00|343.0
1970-06-17 00:00:00|424.0
1970-06-18 00:00:00|174.0
1970-06-19 00:00:00|228.0
1970-06-20 00:00:00|222.0
1970-06-21 00:00:00|321.0
1970-06-22 00:00:00|372.0
1970-06-23 00:00:00|460.0
1970-06-24 00:00:00|533.0
1970-06-25 00:00:00|330.0
1970-06-26 00:00:00|260.0
1970-06-27 00:00:00|168.0
1970-06-28 00:00:00|129.0
1970-06-29 00:00:00|319.0
1970-06-30 00:00:00|474.0
1970-07-01 00:00:00|234.0
1970-07-02 00:00:00|152.0
1970-07-03 00:00:00|214.0
1970-07-04 00:00:00|170.0
1970-07-05 00:00:00|140.0
1970-07-06 00:00:00|172.0
1970-07-07 00:00:00|404.0
1970-07-08 00:00:00|228.0
1970-07-09 00:00:00|346.0
1970-07-10 00:00:00|540.0
1970-07-11 00:00:00|356.0
1970-07-12 00:00:00|178.0
1970-07-13 00:00:00|166.0
1970-07-14 00:00:00|193.0
1970-07-15 00:00:00|149.0
1970-07-16 00:00:00|516.0
1970-07-17 00:00:00|489.0
1970-07-18 00:00:00|362.0
1970-07-19 00:00:00|301.0
1970-07-20 00:00:00|307.0
1970-07-21 00:00:00|171.0
1970-07-22 00:00:00|147.0
1970-07-23 00:00:00|211.0
1970-07-24 00:00:00|149.0
1970-07-25 00:00:00|232.0
1970-07-26 00:00:00|207.0
1970-07-27 00:00:00|442.0
1970-07-28 00:00:00|321.0
1970-07-29 00:00:00|272.0
1970-07-30 00:00:00|210.0
1970-07-31 00:00:00|130.0
1970-08-01 00:00:00|148.0
1970-08-02 00:00:00|254.0
1970-08-03 00:00:00|435.0
1970-08-04 00:00:00|615.0
1970-08-05 00:00:00|560.0
1970-08-06 00:00:00|516.0
1970-08-07 00:00:00|333.0
1970-08-08 00:00:00|164.0
1970-08-09 00:00:00|413.0
1970-08-10 00:00:00|316.0
1970-08-11 00:00:00|482.0
1970-08-12 00:00:00|614.0
1970-08-13 00:00:00|613.0
1970-08-14 00:00:00|448.0
1970-08-15 00:00:00|587.0
1970-08-16 00:00:00|705.0
1970-08-17 00:00:00|716.0
1970-08-18 00:00:00|567.0
1970-08-19 00:00:00|405.0
1970-08-20 00:00:00|529.0
1970-08-21 00:00:00|324.0
1970-08-22 00:00:00|234.0
1970-08-23 00:00:00|500.0
1970-08-24 00:00:00|584.0
1970-08-25 00:00:00|251.0
1970-08-26 00:00:00|333.0
1970-08-27 00:00:00|593.0
1970-08-28 00:00:00|501.0
1970-08-29 00:00:00|408.0
1970-08-30 00:00:00|484.0
1970-08-31 00:00:00|567.0
1970-09-01 00:00:00|493.0
1970-09-02 00:00:00|471.0
1970-09-03 00:00:00|545.0
1970-09-04 00:00:00|445.0
1970-09-05 00:00:00|572.0
1970-09-06 00:00:00|648.0
1970-09-07 00:00:00|445.0
1970-09-08 00:00:00|224.0
1970-09-09 00:00:00|141.0
1970-09-10 00:00:00|134.0
1970-09-11 00:00:00|234.0
1970-09-12 00:00:00|392.0
1970-09-13 00:00:00|274.0
1970-09-14 00:00:00|284.0
1970-09-15 00:00:00|218.0
1970-09-16 00:00:00|282.0
1970-09-17 00:00:00|268.0
1970-09-18 00:00:00|444.0
1970-09-19 00:00:00|309.0
1970-09-20 00:00:00|364.0
1970-09-21 00:00:00|307.0
1970-09-22 00:00:00|175.0
1970-09-23 00:00:00|474.0
1970-09-24 00:00:00|376.0
1970-09-25 00:00:00|200.0
1970-09-26 00:00:00|304.0
1970-09-27 00:00:00|480.0
1970-09-28 00:00:00|445.0
1970-09-29 00:00:00|348.0
1970-09-30 00:00:00|182.0
1970-10-01 00:00:00|169.0
1970-10-02 00:00:00|124.0
1970-10-03 00:00:00|134.0
1970-10-04 00:00:00|203.0
1970-10-05 00:00:00|244.0
1970-10-06 00:00:00|330.0
1970-10-07 00:00:00|230.0
1970-10-08 00:00:00|491.0
1970-10-09 00:00:00|480.0
1970-10-10 00:00:00|225.0
1970-10-11 00:00:00|148.0
1970-10-12 00:00:00|237.0
1970-10-13 00:00:00|238.0
1970-10-14 00:00:00|292.0
1970-10-15 00:00:00|292.0
1970-10-16 00:00:00|271.0
1970-10-17 00:00:00|422.0
1970-10-18 00:00:00|444.0
1970-10-19 00:00:00|430.0
1970-10-20 00:00:00|245.0
1970-10-21 00:00:00|484.0
1970-10-22 00:00:00|576.0
1970-10-23 00:00:00|308.0
1970-10-24 00:00:00|230.0
1970-10-25 00:00:00|250.0
1970-10-26 00:00:00|278.0
1970-10-27 00:00:00|458.0
1970-10-28 00:00:00|441.0
1970-10-29 00:00:00|522.0
1970-10-30 00:00:00|552.0
1970-10-31 00:00:00|660.0
1970-11-01 00:00:00|548.0
1970-11-02 00:00:00|564.0
1970-11-03 00:00:00|300.0
1970-11-04 00:00:00|590.0
1970-11-05 00:00:00|232.0
1970-11-06 00:00:00|204.0
1970-11-07 00:00:00|162.0
1970-11-08 00:00:00|212.0
1970-11-09 00:00:00|352.0
1970-11-10 00:00:00|320.0
1970-11-11 00:00:00|132.0
1970-11-12 00:00:00|126.0
1970-11-13 00:00:00|180.0
1970-11-14 00:00:00|373.0
1970-11-15 00:00:00|284.0
1970-11-16 00:00:00|455.0
1970-11-17 00:00:00|452.0
1970-11-18 00:00:00|189.0
1970-11-19 00:00:00|154.0
1970-11-20 00:00:00|193.0
1970-11-21 00:00:00|368.0
1970-11-22 00:00:00|362.0
1970-11-23 00:00:00|209.0
1970-11-24 00:00:00|211.0
1970-11-25 00:00:00|256.0
1970-11-26 00:00:00|419.0
1970-11-27 00:00:00|413.0
1970-11-28 00:00:00|460.0
1970-11-29 00:00:00|200.0
1970-11-30 00:00:00|121.0
1970-12-01 00:00:00|145.0
1970-12-02 00:00:00|308.0
1970-12-03 00:00:00|172.0
1970-12-04 00:00:00|170.0
1970-12-05 00:00:00|255.0
1970-12-06 00:00:00|300.0
1970-12-07 00:00:00|351.0
1970-12-08 00:00:00|198.0
1970-12-09 00:00:00|142.0
1970-12-10 00:00:00|150.0
1970-12-11 00:00:00|246.0
1970-12-12 00:00:00|210.0
1970-12-13 00:00:00|105.0
1970-12-14 00:00:00|178.0
1970-12-15 00:00:00|236.0
1970-12-16 00:00:00|260.0
1970-12-17 00:00:00|553.0
1970-12-18 00:00:00|411.0
1970-12-19 00:00:00|389.0
1970-12-20 00:00:00|581.0
1970-12-21 00:00:00|304.0
1970-12-22 00:00:00|148.0
1970-12-23 00:00:00|179.0
1970-12-24 00:00:00|289.0
1970-12-25 00:00:00|610.0
1970-12-26 00:00:00|452.0
1970-12-27 00:00:00|368.0
1970-12-28 00:00:00|449.0
1970-12-29 00:00:00|618.0
1970-12-30 00:00:00|575.0
1970-12-31 00:00:00|308.0
1971-01-01 00:00:00|308.0
1971-01-02 00:00:00|502.0
1971-01-03 00:00:00|588.0
1971-01-04 00:00:00|612.0
1971-01-05 00:00:00|695.0
1971-01-06 00:00:00|601.0
1971-01-07 00:00:00|550.0
1971-01-08 00:00:00|509.0
1971-01-09 00:00:00|348.0
1971-01-10 00:00:00|214.0
1971-01-11 00:00:00|390.0
1971-01-12 00:00:00|292.0
1971-01-13 00:00:00|452.0
1971-01-14 00:00:00|583.0
1971-01-15 00:00:00|352.0
1971-01-16 00:00:00|244.0
1971-01-17 00:00:00|285.0
1971-01-18 00:00:00|435.0
1971-01-19 00:00:00|491.0
1971-01-20 00:00:00|304.0
1971-01-21 00:00:00|204.0
1971-01-22 00:00:00|150.0
1971-01-23 00:00:00|148.0
1971-01-24 00:00:00|132.0
1971-01-25 00:00:00|171.0
1971-01-26 00:00:00|355.0
1971-01-27 00:00:00|400.0
1971-01-28 00:00:00|230.0
1971-01-29 00:00:00|215.0
1971-01-30 00:00:00|378.0
1971-01-31 00:00:00|578.0
1971-02-01 00:00:00|466.0
1971-02-02 00:00:00|145.0
1971-02-03 00:00:00|292.0
1971-02-04 00:00:00|572.0
1971-02-05 00:00:00|568.0
1971-02-06 00:00:00|334.0
1971-02-07 00:00:00|150.0
1971-02-08 00:00:00|282.0
1971-02-09 00:00:00|238.0
1971-02-10 00:00:00|290.0
1971-02-11 00:00:00|269.0
1971-02-12 00:00:00|330.0
1971-02-13 00:00:00|456.0
1971-02-14 00:00:00|242.0
1971-02-15 00:00:00|316.0
1971-02-16 00:00:00|324.0
1971-02-17 00:00:00|228.0
1971-02-18 00:00:00|404.0
1971-02-19 00:00:00|564.0
1971-02-20 00:00:00|421.0
1971-02-21 00:00:00|526.0
1971-02-22 00:00:00|557.0
1971-02-23 00:00:00|273.0
1971-02-24 00:00:00|166.0
1971-02-25 00:00:00|220.0
1971-02-26 00:00:00|488.0
1971-02-27 00:00:00|588.0
1971-02-28 00:00:00|312.0
1971-03-01 00:00:00|300.0
1971-03-02 00:00:00|485.0
1971-03-03 00:00:00|253.0
1971-03-04 00:00:00|371.0
1971-03-05 00:00:00|298.0
1971-03-06 00:00:00|200.0
1971-03-07 00:00:00|332.0
1971-03-08 00:00:00|393.0
1971-03-09 00:00:00|218.0
1971-03-10 00:00:00|216.0
1971-03-11 00:00:00|498.0
1971-03-12 00:00:00|483.0
1971-03-13 00:00:00|264.0
1971-03-14 00:00:00|318.0
1971-03-15 00:00:00|456.0
1971-03-16 00:00:00|534.0
1971-03-17 00:00:00|564.0
1971-03-18 00:00:00|600.0
1971-03-19 00:00:00|654.0
1971-03-20 00:00:00|675.0
1971-03-21 00:00:00|608.0
1971-03-22 00:00:00|555.0
1971-03-23 00:00:00|630.0
1971-03-24 00:00:00|426.0
1971-03-25 00:00:00|339.0
1971-03-26 00:00:00|353.0
1971-03-27 00:00:00|406.0
1971-03-28 00:00:00|552.0
1971-03-29 00:00:00|694.0
1971-03-30 00:00:00|670.0
1971-03-31 00:00:00|568.0
1971-04-01 00:00:00|548.0
1971-04-02 00:00:00|528.0
1971-04-03 00:00:00|508.0
1971-04-04 00:00:00|488.0
1971-04-05 00:00:00|204.0
1971-04-06 00:00:00|150.0
1971-04-07 00:00:00|290.0
1971-04-08 00:00:00|477.0
1971-04-09 00:00:00|236.0
1971-04-10 00:00:00|378.0
1971-04-11 00:00:00|489.0
1971-04-12 00:00:00|505.0
1971-04-13 00:00:00|406.0
1971-04-14 00:00:00|370.0
1971-04-15 00:00:00|375.0
1971-04-16 00:00:00|476.0
1971-04-17 00:00:00|351.0
1971-04-18 00:00:00|614.0
1971-04-19 00:00:00|563.0
1971-04-20 00:00:00|338.0
1971-04-21 00:00:00|374.0
1971-04-22 00:00:00|296.0
1971-04-23 00:00:00|382.0
1971-04-24 00:00:00|552.0
1971-04-25 00:00:00|537.0
1971-04-26 00:00:00|315.0
1971-04-27 00:00:00|252.0
1971-04-28 00:00:00|330.0
1971-04-29 00:00:00|308.0
1971-04-30 00:00:00|287.0
1971-05-01 00:00:00|265.0
1971-05-02 00:00:00|244.0
1971-05-03 00:00:00|222.0
1971-05-04 00:00:00|201.0
1971-05-05 00:00:00|180.0
1971-05-06 00:00:00|205.0
1971-05-07 00:00:00|197.0
1971-05-08 00:00:00|164.0
1971-05-09 00:00:00|112.0
1971-05-10 00:00:00|230.0
1971-05-11 00:00:00|87.0
1971-05-12 00:00:00|152.0
1971-05-13 00:00:00|96.0
1971-05-14 00:00:00|70.0
1971-05-15 00:00:00|189.0
1971-05-16 00:00:00|174.0
1971-05-17 00:00:00|363.0
1971-05-18 00:00:00|368.0
1971-05-19 00:00:00|532.0
1971-05-20 00:00:00|560.0
1971-05-21 00:00:00|322.0
1971-05-22 00:00:00|160.0
1971-05-23 00:00:00|90.0
1971-05-24 00:00:00|136.0
1971-05-25 00:00:00|206.0
1971-05-26 00:00:00|144.0
1971-05-27 00:00:00|286.0
1971-05-28 00:00:00|338.0
1971-05-29 00:00:00|608.0
1971-05-30 00:00:00|438.0
1971-05-31 00:00:00|583.0
1971-06-01 00:00:00|530.0
1971-06-02 00:00:00|352.0
1971-06-03 00:00:00|517.0
1971-06-04 00:00:00|487.0
1971-06-05 00:00:00|645.0
1971-06-06 00:00:00|692.0
1971-06-07 00:00:00|646.0
1971-06-08 00:00:00|392.0
1971-06-09 00:00:00|288.0
1971-06-10 00:00:00|294.0
1971-06-11 00:00:00|228.0
1971-06-12 00:00:00|584.0
1971-06-13 00:00:00|690.0
1971-06-14 00:00:00|487.0
1971-06-15 00:00:00|235.0
1971-06-16 00:00:00|216.0
1971-06-17 00:00:00|354.0
1971-06-18 00:00:00|502.0
1971-06-19 00:00:00|614.0
1971-06-20 00:00:00|390.0
1971-06-21 00:00:00|362.0
1971-06-22 00:00:00|422.0
1971-06-23 00:00:00|310.0
1971-06-24 00:00:00|368.0
1971-06-25 00:00:00|521.0
1971-06-26 00:00:00|565.0
1971-06-27 00:00:00|573.0
1971-06-28 00:00:00|412.0
1971-06-29 00:00:00|291.0
1971-06-30 00:00:00|590.0
1971-07-01 00:00:00|670.0
1971-07-02 00:00:00|633.0
1971-07-03 00:00:00|602.0
1971-07-04 00:00:00|602.0
1971-07-05 00:00:00|270.0
1971-07-06 00:00:00|218.0
1971-07-07 00:00:00|387.0
1971-07-08 00:00:00|232.0
1971-07-09 00:00:00|485.0
1971-07-10 00:00:00|366.0
1971-07-11 00:00:00|498.0
1971-07-12 00:00:00|522.0
1971-07-13 00:00:00|381.0
1971-07-14 00:00:00|367.0
1971-07-15 00:00:00|292.0
1971-07-16 00:00:00|568.0
1971-07-17 00:00:00|666.0
1971-07-18 00:00:00|576.0
1971-07-19 00:00:00|330.0
1971-07-20 00:00:00|225.0
1971-07-21 00:00:00|278.0
1971-07-22 00:00:00|416.0
1971-07-23 00:00:00|349.0
1971-07-24 00:00:00|229.0
1971-07-25 00:00:00|316.0
1971-07-26 00:00:00|592.0
1971-07-27 00:00:00|356.0
1971-07-28 00:00:00|265.0
1971-07-29 00:00:00|242.0
1971-07-30 00:00:00|486.0
1971-07-31 00:00:00|627.0
1971-08-01 00:00:00|543.0
1971-08-02 00:00:00|450.0
1971-08-03 00:00:00|354.0
1971-08-04 00:00:00|442.0
1971-08-05 00:00:00|495.0
1971-08-06 00:00:00|488.0
1971-08-07 00:00:00|544.0
1971-08-08 00:00:00|598.0
1971-08-09 00:00:00|446.0
1971-08-10 00:00:00|478.0
1971-08-11 00:00:00|301.0
1971-08-12 00:00:00|384.0
1971-08-13 00:00:00|221.0
1971-08-14 00:00:00|230.0
1971-08-15 00:00:00|211.0
1971-08-16 00:00:00|82.0
1971-08-17 00:00:00|348.0
1971-08-18 00:00:00|337.0
1971-08-19 00:00:00|492.0
1971-08-20 00:00:00|521.0
1971-08-21 00:00:00|545.0
1971-08-22 00:00:00|330.0
1971-08-23 00:00:00|170.0
1971-08-24 00:00:00|232.0
1971-08-25 00:00:00|398.0
1971-08-26 00:00:00|485.0
1971-08-27 00:00:00|600.0
1971-08-28 00:00:00|473.0
1971-08-29 00:00:00|154.0
1971-08-30 00:00:00|213.0
1971-08-31 00:00:00|210.0
1971-09-01 00:00:00|425.0
1971-09-02 00:00:00|641.0
1971-09-03 00:00:00|632.0
1971-09-04 00:00:00|680.0
1971-09-05 00:00:00|690.0
1971-09-06 00:00:00|451.0
1971-09-07 00:00:00|580.0
1971-09-08 00:00:00|491.0
1971-09-09 00:00:00|272.0
1971-09-10 00:00:00|165.0
1971-09-11 00:00:00|174.0
1971-09-12 00:00:00|218.0
1971-09-13 00:00:00|252.0
1971-09-14 00:00:00|197.0
1971-09-15 00:00:00|281.0
1971-09-16 00:00:00|464.0
1971-09-17 00:00:00|456.0
1971-09-18 00:00:00|287.0
1971-09-19 00:00:00|354.0
1971-09-20 00:00:00|408.0
1971-09-21 00:00:00|295.0
1971-09-22 00:00:00|455.0
1971-09-23 00:00:00|222.0
1971-09-24 00:00:00|291.0
1971-09-25 00:00:00|472.0
1971-09-26 00:00:00|509.0
1971-09-27 00:00:00|434.0
1971-09-28 00:00:00|300.0
1971-09-29 00:00:00|188.0
1971-09-30 00:00:00|386.0
1971-10-01 00:00:00|615.0
1971-10-02 00:00:00|390.0
1971-10-03 00:00:00|320.0
1971-10-04 00:00:00|478.0
1971-10-05 00:00:00|226.0
1971-10-06 00:00:00|138.0
1971-10-07 00:00:00|105.0
1971-10-08 00:00:00|250.0
1971-10-09 00:00:00|170.0
1971-10-10 00:00:00|396.0
1971-10-11 00:00:00|454.0
1971-10-12 00:00:00|364.0
1971-10-13 00:00:00|384.0
1971-10-14 00:00:00|436.0
1971-10-15 00:00:00|494.0
1971-10-16 00:00:00|511.0
1971-10-17 00:00:00|639.0
1971-10-18 00:00:00|420.0
1971-10-19 00:00:00|315.0
1971-10-20 00:00:00|230.0
1971-10-21 00:00:00|198.0
1971-10-22 00:00:00|387.0
1971-10-23 00:00:00|559.0
1971-10-24 00:00:00|228.0
1971-10-25 00:00:00|502.0
1971-10-26 00:00:00|360.0
1971-10-27 00:00:00|123.0
1971-10-28 00:00:00|118.0
1971-10-29 00:00:00|98.0
1971-10-30 00:00:00|76.0
1971-10-31 00:00:00|220.0
1971-11-01 00:00:00|360.0
1971-11-02 00:00:00|282.0
1971-11-03 00:00:00|266.0
1971-11-04 00:00:00|305.0
1971-11-05 00:00:00|256.0
1971-11-06 00:00:00|139.0
1971-11-07 00:00:00|266.0
1971-11-08 00:00:00|326.0
1971-11-09 00:00:00|322.0
1971-11-10 00:00:00|316.0
1971-11-11 00:00:00|119.0
1971-11-12 00:00:00|76.0
1971-11-13 00:00:00|74.0
1971-11-14 00:00:00|237.0
1971-11-15 00:00:00|514.0
1971-11-16 00:00:00|350.0
1971-11-17 00:00:00|552.0
1971-11-18 00:00:00|612.0
1971-11-19 00:00:00|581.0
1971-11-20 00:00:00|277.0
1971-11-21 00:00:00|142.0
1971-11-22 00:00:00|106.0
1971-11-23 00:00:00|88.0
1971-11-24 00:00:00|262.0
1971-11-25 00:00:00|530.0
1971-11-26 00:00:00|308.0
1971-11-27 00:00:00|158.0
1971-11-28 00:00:00|263.0
1971-11-29 00:00:00|258.0
1971-11-30 00:00:00|145.0
1971-12-01 00:00:00|146.0
1971-12-02 00:00:00|110.0
1971-12-03 00:00:00|122.0
1971-12-04 00:00:00|118.0
1971-12-05 00:00:00|112.0
1971-12-06 00:00:00|146.0
1971-12-07 00:00:00|182.0
1971-12-08 00:00:00|394.0
1971-12-09 00:00:00|242.0
1971-12-10 00:00:00|160.0
1971-12-11 00:00:00|146.0
1971-12-12 00:00:00|175.0
1971-12-13 00:00:00|206.0
1971-12-14 00:00:00|158.0
1971-12-15 00:00:00|230.0
1971-12-16 00:00:00|198.0
1971-12-17 00:00:00|157.0
1971-12-18 00:00:00|196.0
1971-12-19 00:00:00|190.0
1971-12-20 00:00:00|146.0
1971-12-21 00:00:00|270.0
1971-12-22 00:00:00|158.0
1971-12-23 00:00:00|144.0
1971-12-24 00:00:00|160.0
1971-12-25 00:00:00|430.0
1971-12-26 00:00:00|580.0
1971-12-27 00:00:00|592.0
1971-12-28 00:00:00|496.0
1971-12-29 00:00:00|440.0
1971-12-30 00:00:00|532.0
1971-12-31 00:00:00|346.0
1972-01-01 00:00:00|270.0
1972-01-02 00:00:00|437.0
1972-01-03 00:00:00|386.0
1972-01-04 00:00:00|244.0
1972-01-05 00:00:00|348.0
1972-01-06 00:00:00|184.0
1972-01-07 00:00:00|265.0
1972-01-08 00:00:00|286.0
1972-01-09 00:00:00|204.0
1972-01-10 00:00:00|485.0
1972-01-11 00:00:00|278.0
1972-01-12 00:00:00|386.0
1972-01-13 00:00:00|468.0
1972-01-14 00:00:00|184.0
1972-01-15 00:00:00|164.0
1972-01-16 00:00:00|519.0
1972-01-17 00:00:00|664.0
1972-01-18 00:00:00|441.0
1972-01-19 00:00:00|414.0
1972-01-20 00:00:00|335.0
1972-01-21 00:00:00|250.0
1972-01-22 00:00:00|186.0
1972-01-23 00:00:00|150.0
1972-01-24 00:00:00|239.0
1972-01-25 00:00:00|306.0
1972-01-26 00:00:00|331.0
1972-01-27 00:00:00|438.0
1972-01-28 00:00:00|224.0
1972-01-29 00:00:00|298.0
1972-01-30 00:00:00|386.0
1972-01-31 00:00:00|320.0
1972-02-01 00:00:00|149.0
1972-02-02 00:00:00|190.0
1972-02-03 00:00:00|201.0
1972-02-04 00:00:00|410.0
1972-02-05 00:00:00|569.0
1972-02-06 00:00:00|668.0
1972-02-07 00:00:00|741.0
1972-02-08 00:00:00|496.0
1972-02-09 00:00:00|308.0
1972-02-10 00:00:00|319.0
1972-02-11 00:00:00|381.0
1972-02-12 00:00:00|267.0
1972-02-13 00:00:00|145.0
1972-02-14 00:00:00|90.0
1972-02-15 00:00:00|66.0
1972-02-16 00:00:00|48.0
1972-02-17 00:00:00|115.0
1972-02-18 00:00:00|88.0
1972-02-19 00:00:00|252.0
1972-02-20 00:00:00|390.0
1972-02-21 00:00:00|144.0
1972-02-22 00:00:00|118.0
1972-02-23 00:00:00|302.0
1972-02-24 00:00:00|264.0
1972-02-25 00:00:00|134.0
1972-02-26 00:00:00|62.0
1972-02-27 00:00:00|49.0
1972-02-28 00:00:00|102.0
1972-02-29 00:00:00|192.0
1972-03-01 00:00:00|342.0
